2022-05-25 15:28:00,https://weibo.com/ajax/statuses/show?id=LuDYE9gwV,问：转基因农业会破坏生态环境吗?答：当然不会。转基因作物只不过是具有某方面“优势”的作物，本质上，与普通作物并无差别，没有理由认为它对环境会有特殊危害。相反，种植转基因作物能减少农药的使用，实现免耕，反而能保护环境、减少水土流失，这却是大家看到的实实在在的事实。（来源：《思维上的展开c
2022-05-28 12:58:00,https://weibo.com/ajax/statuses/show?id=Lv5hkfEWA,讲个笑话#人教版数学教科书，插图奇丑，侮辱国人事件，应该跟腐败有关系，一方是低价压价招标，一方低价接标，不赚钱要想办法，就找了国外反华资本资助。外国反华资本在国内活跃多年了。文化意识方面贬低国人，使崇洋精神持续。食品安全方面，渗透体制内，大力推进转基因。危害国人健康，女人不育跟展开c
2022-06-11 16:47:00,https://weibo.com/ajax/statuses/show?id=LxeKZqhvw,崔永元之后再无人提及转基因食品的危害了。
2022-06-13 16:05:00,https://weibo.com/ajax/statuses/show?id=Lxxl8hP2s,艾教授，顾秀林很早就开始提醒国人转基因的危害
2022-06-15 15:29:00,https://weibo.com/ajax/statuses/show?id=LxPXrCgk8,转基因食品有何危害？如何识别？O转基因食品有何危害？如何识别？
2022-06-17 11:17:00,https://weibo.com/ajax/statuses/show?id=Ly79XBNGV,转基因的危害『O网页链接』O网页链接
2022-06-23 08:59:00,https://weibo.com/ajax/statuses/show?id=Lz0P8sOpf,转基因食品的危害，值得关注
2022-06-29 17:56:00,https://weibo.com/ajax/statuses/show?id=LzYU8hrnJ,#行程卡取消星号后机票搜索量猛涨#这是逐步要搞防疫投降主义吗？是经济主义战胜了生命至上的理念吗？我们对新冠病毒不断变异的未来危险与危害性并未科学研究出结果，亦并不乐观，就像转基因一样，会不会灭掉我们的种族？坚决反对躺平的反动倾向，为了我们的未来科学的严防严疫，决不允许任何形式与借口展开c
2022-07-08 21:32:00,https://weibo.com/ajax/statuses/show?id=LBnajiirj,我想起了崔永元质问农业部部长，让部长证明转基因食品没有危害。//@儒家公羊学:比美国的华尔街都强大了。//@何新老家伙:利益集团强大的很
2022-07-12 12:10:00,https://weibo.com/ajax/statuses/show?id=LBVc1v9UV,从中扩展一个教训，转基因产品该慎之又慎。如果造成人的不可逆转的危害
2022-07-14 09:21:00,https://weibo.com/ajax/statuses/show?id=LCcWr6yHc,关于转基因食品，老百姓要的是知情权、选择权：不能吃进去了，也不知道有没有转基因。如果连知情权都没有保障，讨论其危害有什么意义？O中华民族震惊！司马南同志突然被拉黑了
2022-07-16 23:22:00,https://weibo.com/ajax/statuses/show?id=LCBiUa2du,刚刚B站央视农业发了个视频说斯里兰卡因为反对现代农业导致粮食危机然后底下最高赞的如图评论然后我评论了下。。。就被删了。。。其实我就很气转基因这事不是很好理解么就是无法准确控制需要转入基因片段么以及转入基因到底会不会对人有潜在危害简而言之人类的科技还达不到所以对于未知的可能展开c
2022-07-19 22:44:00,https://weibo.com/ajax/statuses/show?id=LD3kVwLHo,植物油的危害雖然植物油沒有葷的成分，深受大批顧客青睞，包括素食者。但葵花油的原料來自轉基因(GMO)植物---葵花子。又一種對人類造成危機的食品。植物油加熱時，它會降解成劇毒的氧化產物，包括環狀醛，這與神經退行性疾病和某些類型的癌症有關。(醛類通過胃損傷引起動物中毒性休克）植物油是展开c
2022-07-24 07:19:00,https://weibo.com/ajax/statuses/show?id=LDIpR4Lf6,如果养生，豆浆最好不喝！笑谈中医王致效最近对豆浆产生了一些不信任。原因：一则国内调查说“目前国内80%的黄豆都是转基因作物”，老王为此还去了一趟超市，看了看，大多数的名牌食用油的配料表上都标着是“转基因大豆”，既然是转基因大豆，它的危害我想就不用赘述了，人人都有耳展开c
2022-07-27 07:27:00,https://weibo.com/ajax/statuses/show?id=LEaKzEjVg,土豪是个文盲，昨天和几个朋友去KTV唱歌，聊天.谈起转基因食品危害。之前闲谈土豪无言，听闻转基因话题，双目有神。土豪说：“这转基因危害太大了，我家孩子就是受害者，我和媳妇都是A型血，孩子是B型！”话声刚落.，众人皆惊，面面相觑多时，其中一朋友问：“你如何得知？”土豪气定神闲道：“我媳妇展开c
2022-07-29 14:03:00,https://weibo.com/ajax/statuses/show?id=LEwcpjyxu,解放军少将彭光谦:“转基因作物是生物武器，危害远超鸦片战争”
2022-07-30 14:48:00,https://weibo.com/ajax/statuses/show?id=LEFV8nHuy,为什么要转基因种植？对百姓健康有好处还是坏处？如果对健康和生态环境有严重危害没人会支持也不会同意。农业生产要以大众健康为主，国民的健康是强国的第一要素。要组织大量的农民搞好良性循环的农业安全生产，而不是把大量的农民赶进城市，把生产全部交给机械化生产出具有危害健康的各类农产品
2022-08-01 12:10:00,https://weibo.com/ajax/statuses/show?id=LEXJWrIV3,了解一下转基因食品的危害就知道了
